pair_name,family,approx_model_name,target_model_name,task,prompt_id,gamma,top_k,top_p,temperature,max_tokens,approx_quant,target_quant,baseline_large_tps,baseline_large_elapsed_ms,avg_target_baseline_generate_ms_per_token,baseline_small_tps,speculative_tps,speedup,rounds,generated_tokens,accepted_count,resample_count,target_sample_count,proposed_draft_tokens,acceptance_rate,all_accept_round_rate,resample_round_rate,avg_accepted_per_round,avg_contributed_per_round,avg_draft_generate_ms_per_round,avg_target_verify_ms_per_round,draft_generate_ms_total,target_verify_ms_total
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,4,100,0.0,1.0,64,none,none,15.83357,4105.201867,63.156952,,31.428455,1.984925,13,65,52,0,13,52,1.0,1.0,0.0,4,5,87.278158,69.602606,1134.616057,904.833877
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,4,100,0.9,1.0,64,none,none,16.471574,4128.32447,60.710654,,24.81484,1.506525,17,68,51,5,12,68,0.75,0.705882,0.294118,3,4,87.830002,71.333904,1493.110033,1212.676366
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,4,150,0.0,1.0,64,none,none,15.845141,4102.203917,63.110829,,31.205402,1.969399,13,65,52,0,13,52,1.0,1.0,0.0,4,5,88.192484,69.761897,1146.502297,906.904656
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,4,150,0.9,1.0,64,none,none,15.995476,4126.166687,62.517677,,22.750884,1.422332,18,66,48,8,10,72,0.666667,0.555556,0.444444,2.666667,3.666667,87.942903,71.22412,1582.972261,1282.034167
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,4,200,0.0,1.0,64,none,none,15.840588,4103.383058,63.12897,,30.964486,1.954756,13,65,52,0,13,52,1.0,1.0,0.0,4,5,89.189352,69.918303,1159.461572,908.937937
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,4,200,0.9,1.0,64,none,none,15.533525,4120.120869,64.376889,,24.692034,1.589596,16,64,48,6,10,64,0.75,0.625,0.375,3,4,88.274856,71.613436,1412.397693,1145.814975
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,6,50,0.0,1.0,64,none,none,17.0417,4107.571447,58.679592,,34.227875,2.008478,10,70,60,0,10,60,1.0,1.0,0.0,6,7,130.408554,71.15946,1304.08554,711.594601
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,6,50,0.9,1.0,64,none,none,15.528184,4121.537899,64.39903,,28.041041,1.805816,11,64,53,4,7,66,0.80303,0.636364,0.363636,4.818182,5.818182,130.929231,73.885396,1440.22154,812.739358
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,6,100,0.0,1.0,64,none,none,17.036967,4108.712657,58.695895,,34.402865,2.019307,10,70,60,0,10,60,1.0,1.0,0.0,6,7,129.404668,71.150048,1294.046681,711.500475
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,6,100,0.9,1.0,64,none,none,15.762842,4123.621799,63.440335,,28.380498,1.800468,11,65,54,4,7,66,0.818182,0.636364,0.363636,4.909091,5.909091,131.357289,74.115929,1444.930182,815.275215
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,6,150,0.0,1.0,64,none,none,15.577371,4108.523749,64.195684,,31.595968,2.028325,10,64,54,2,8,60,0.9,0.8,0.2,5.4,6.4,128.581601,71.13448,1285.816015,711.344796
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,6,150,0.9,1.0,64,none,none,15.773029,4120.958636,63.399364,,26.148117,1.657774,12,65,53,5,7,72,0.736111,0.583333,0.416667,4.416667,5.416667,130.874642,73.675838,1570.495702,884.110057
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,6,200,0.0,1.0,64,none,none,16.316051,4106.385696,61.289339,,33.141883,2.031244,10,67,57,2,8,60,0.95,0.8,0.2,5.7,6.7,128.22721,71.04396,1282.272098,710.439604
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,6,200,0.9,1.0,64,none,none,15.776987,4119.92473,63.383457,,26.05214,1.651275,12,65,53,5,7,72,0.736111,0.583333,0.416667,4.416667,5.416667,131.52643,73.782368,1578.317154,885.388416
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,8,50,0.0,1.0,64,none,none,15.58601,4106.246467,64.160101,,32.524885,2.0868,8,64,56,2,6,64,0.875,0.75,0.25,7,8,170.105015,72.457465,1360.840123,579.659722
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,8,50,0.9,1.0,64,none,none,16.681554,4136.305314,59.946454,,27.213192,1.631334,10,69,59,4,6,80,0.7375,0.6,0.4,5.9,6.9,174.698394,75.728622,1746.983939,757.286221
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,8,100,0.0,1.0,64,none,none,17.539036,4105.128599,57.015675,,32.30891,1.842114,9,72,63,2,7,72,0.875,0.777778,0.222222,7,8,172.068169,72.167946,1548.613518,649.511512
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,8,100,0.9,1.0,64,none,none,15.507893,4126.930694,64.483292,,31.336981,2.020712,8,64,56,2,6,64,0.875,0.75,0.25,7,8,175.360813,76.606533,1402.886505,612.852265
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,8,150,0.0,1.0,64,none,none,17.535549,4105.944918,57.027013,,32.408637,1.848168,9,72,63,2,7,72,0.875,0.777778,0.222222,7,8,171.290111,72.193616,1541.611002,649.742548
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,8,150,0.9,1.0,64,none,none,15.503315,4128.149292,64.502333,,23.112305,1.490798,11,64,53,6,5,88,0.602273,0.454545,0.545455,4.818182,5.818182,173.554969,75.352674,1909.104662,828.879411
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,8,200,0.0,1.0,64,none,none,16.305831,4108.959464,61.327753,,30.079322,1.844697,9,67,58,3,6,72,0.805556,0.666667,0.333333,6.444444,7.444444,172.077012,72.164574,1548.693105,649.481164
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,8,200,0.9,1.0,64,none,none,15.534887,4119.759657,64.371245,,31.194366,2.00802,8,64,56,2,6,64,0.875,0.75,0.25,7,8,176.524694,76.626809,1412.197549,613.014472
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,10,50,0.0,1.0,64,none,none,17.284268,4107.781825,57.856082,,27.225113,1.575138,9,71,62,4,5,90,0.688889,0.555556,0.444444,6.888889,7.888889,213.508107,72.827475,1921.57296,655.447272
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,10,50,0.9,1.0,64,none,none,16.76155,4116.56439,59.660353,,25.96724,1.549215,9,69,60,5,4,90,0.666667,0.444444,0.555556,6.666667,7.666667,214.802569,77.067316,1933.223124,693.60584
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,10,100,0.0,1.0,64,none,none,16.56792,4104.317221,60.357606,,26.42292,1.594824,9,68,59,6,3,90,0.655556,0.333333,0.666667,6.555556,7.555556,209.811049,72.73604,1888.299442,654.624356
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,10,100,0.9,1.0,64,none,none,17.245304,4117.062829,57.9868,,21.783689,1.263166,11,71,60,6,5,110,0.545455,0.454545,0.545455,5.454545,6.454545,216.748202,76.558664,2384.230219,842.1453
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,10,150,0.0,1.0,64,none,none,15.561946,4112.596115,64.259314,,31.17234,2.003113,7,64,57,2,5,70,0.814286,0.714286,0.285714,8.142857,9.142857,215.758281,73.708063,1510.30797,515.95644
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,10,150,0.9,1.0,64,none,none,17.197696,4128.459978,58.147324,,33.12343,1.926039,7,71,64,2,5,70,0.914286,0.714286,0.285714,9.142857,10.142857,223.225192,78.839895,1562.576342,551.879265
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,10,200,0.0,1.0,64,none,none,15.816891,4109.530659,63.223549,,28.073133,1.774883,8,65,57,4,4,80,0.7125,0.5,0.5,7.125,8.125,212.583941,73.231895,1700.671528,585.855158
llama32_1b_to_31_8b,llama_cross,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.1-8B,structured_extraction,structured_extraction_1,10,200,0.9,1.0,64,none,none,17.657588,4134.200066,56.632878,,34.334402,1.944456,7,73,66,1,6,70,0.942857,0.857143,0.142857,9.428571,10.428571,220.782831,78.78598,1545.47982,551.50186
